数据ID|资源名称|资源路径|资源包名称|资源名-用于加载
760|2_getup.anim|Characters/NPC/2/ani/2_getup|0|0
761|2_hit.anim|Characters/NPC/2/ani/2_hit|0|0
762|2_hitair.anim|Characters/NPC/2/ani/2_hitair|0|0
763|2_hitground.anim|Characters/NPC/2/ani/2_hitground|0|0
764|2_idle.anim|Characters/NPC/2/ani/2_idle|0|0
765|2_knockdown.anim|Characters/NPC/2/ani/2_knockdown|0|0
766|2_knockout.anim|Characters/NPC/2/ani/2_knockout|0|0
767|2_push.anim|Characters/NPC/2/ani/2_push|0|0
768|2_ready.anim|Characters/NPC/2/ani/2_ready|0|0
769|2_run.anim|Characters/NPC/2/ani/2_run|0|0
770|2_run_back.anim|Characters/NPC/2/ani/2_run_back|0|0
771|2_run_left.anim|Characters/NPC/2/ani/2_run_left|0|0
772|2_run_right.anim|Characters/NPC/2/ani/2_run_right|0|0
773|2_skill.anim|Characters/NPC/2/ani/2_skill|0|0
774|2_stun.anim|Characters/NPC/2/ani/2_stun|0|0
775|2_walk.anim|Characters/NPC/2/ani/2_walk|0|0
776|n1044.mat|Characters/NPC/2/Materials/n1044|0|0
777|2.controller|Characters/NPC/2/2|0|0
778|2.FBX|Characters/NPC/2/2|0|0
779|20_attack.anim|Characters/NPC/20/ani/20_attack|0|0
780|20_born.anim|Characters/NPC/20/ani/20_born|0|0
781|20_die.anim|Characters/NPC/20/ani/20_die|0|0
782|20_getup.anim|Characters/NPC/20/ani/20_getup|0|0
783|20_hit.anim|Characters/NPC/20/ani/20_hit|0|0
784|20_hitair.anim|Characters/NPC/20/ani/20_hitair|0|0
785|20_hitground.anim|Characters/NPC/20/ani/20_hitground|0|0
786|20_idle.anim|Characters/NPC/20/ani/20_idle|0|0
787|20_knockdown.anim|Characters/NPC/20/ani/20_knockdown|0|0
788|20_knockout.anim|Characters/NPC/20/ani/20_knockout|0|0
789|20_push.anim|Characters/NPC/20/ani/20_push|0|0
790|20_ready.anim|Characters/NPC/20/ani/20_ready|0|0
791|20_run.anim|Characters/NPC/20/ani/20_run|0|0
792|20_run_back.anim|Characters/NPC/20/ani/20_run_back|0|0
793|20_run_left.anim|Characters/NPC/20/ani/20_run_left|0|0
794|20_run_right.anim|Characters/NPC/20/ani/20_run_right|0|0
795|20_skill.anim|Characters/NPC/20/ani/20_skill|0|0
796|20_stun.anim|Characters/NPC/20/ani/20_stun|0|0
797|20_walk.anim|Characters/NPC/20/ani/20_walk|0|0
798|n1058.mat|Characters/NPC/20/Materials/n1058|0|0
799|n1060.mat|Characters/NPC/20/Materials/n1060|0|0
800|20.controller|Characters/NPC/20/20|0|0
801|20.FBX|Characters/NPC/20/20|0|0
802|20502051_attack_1.anim|Characters/NPC/20502051/ani/20502051_attack_1|0|0
803|20502051_born.anim|Characters/NPC/20502051/ani/20502051_born|0|0
804|20502051_die.anim|Characters/NPC/20502051/ani/20502051_die|0|0
805|20502051_hit.anim|Characters/NPC/20502051/ani/20502051_hit|0|0
806|20502051_idle.anim|Characters/NPC/20502051/ani/20502051_idle|0|0
807|20502051_ready.anim|Characters/NPC/20502051/ani/20502051_ready|0|0
808|20502051_skill_1.anim|Characters/NPC/20502051/ani/20502051_skill_1|0|0
809|20502051_skill_2.anim|Characters/NPC/20502051/ani/20502051_skill_2|0|0
810|20502051_stun.anim|Characters/NPC/20502051/ani/20502051_stun|0|0
811|n2050.mat|Characters/NPC/20502051/Materials/n2050|0|0
812|n2051.mat|Characters/NPC/20502051/Materials/n2051|0|0
813|20502051.controller|Characters/NPC/20502051/20502051|0|0
814|20502051.FBX|Characters/NPC/20502051/20502051|0|0
815|20502051_dizuo.FBX|Characters/NPC/20502051/20502051_dizuo|0|0
816|21_attack.anim|Characters/NPC/21/ani/21_attack|0|0
817|21_born.anim|Characters/NPC/21/ani/21_born|0|0
818|21_die.anim|Characters/NPC/21/ani/21_die|0|0
819|21_getup.anim|Characters/NPC/21/ani/21_getup|0|0
820|21_hit.anim|Characters/NPC/21/ani/21_hit|0|0
821|21_hitair.anim|Characters/NPC/21/ani/21_hitair|0|0
822|21_hitground.anim|Characters/NPC/21/ani/21_hitground|0|0
823|21_idle.anim|Characters/NPC/21/ani/21_idle|0|0
824|21_knockdown.anim|Characters/NPC/21/ani/21_knockdown|0|0
825|21_knockout.anim|Characters/NPC/21/ani/21_knockout|0|0
826|21_push.anim|Characters/NPC/21/ani/21_push|0|0
827|21_ready.anim|Characters/NPC/21/ani/21_ready|0|0
828|21_run.anim|Characters/NPC/21/ani/21_run|0|0
829|21_run_back.anim|Characters/NPC/21/ani/21_run_back|0|0
830|21_run_left.anim|Characters/NPC/21/ani/21_run_left|0|0
831|21_run_right.anim|Characters/NPC/21/ani/21_run_right|0|0
832|21_skill.anim|Characters/NPC/21/ani/21_skill|0|0
833|21_stun.anim|Characters/NPC/21/ani/21_stun|0|0
834|21_walk.anim|Characters/NPC/21/ani/21_walk|0|0
835|1010.mat|Characters/NPC/21/Materials/1010|0|0
836|n1010.mat|Characters/NPC/21/Materials/n1010|0|0
837|n1011.mat|Characters/NPC/21/Materials/n1011|0|0
838|n1012.mat|Characters/NPC/21/Materials/n1012|0|0
839|1010.FBX|Characters/NPC/21/1010|0|0
840|21.controller|Characters/NPC/21/21|0|0
841|21.FBX|Characters/NPC/21/21|0|0
842|3_attack.anim|Characters/NPC/3/ani/3_attack|0|0
843|3_born.anim|Characters/NPC/3/ani/3_born|0|0
844|3_die.anim|Characters/NPC/3/ani/3_die|0|0
845|3_getup.anim|Characters/NPC/3/ani/3_getup|0|0
846|3_hit.anim|Characters/NPC/3/ani/3_hit|0|0
847|3_hitair.anim|Characters/NPC/3/ani/3_hitair|0|0
848|3_hitground.anim|Characters/NPC/3/ani/3_hitground|0|0
849|3_idle.anim|Characters/NPC/3/ani/3_idle|0|0
850|3_knockdown.anim|Characters/NPC/3/ani/3_knockdown|0|0
851|3_knockout.anim|Characters/NPC/3/ani/3_knockout|0|0
852|3_pose.anim|Characters/NPC/3/ani/3_pose|0|0
853|3_push.anim|Characters/NPC/3/ani/3_push|0|0
854|3_ready.anim|Characters/NPC/3/ani/3_ready|0|0
855|3_run.anim|Characters/NPC/3/ani/3_run|0|0
856|3_run_back.anim|Characters/NPC/3/ani/3_run_back|0|0
857|3_run_left.anim|Characters/NPC/3/ani/3_run_left|0|0
858|3_run_right.anim|Characters/NPC/3/ani/3_run_right|0|0
859|3_skill.anim|Characters/NPC/3/ani/3_skill|0|0
860|3_stun.anim|Characters/NPC/3/ani/3_stun|0|0
861|3_walk.anim|Characters/NPC/3/ani/3_walk|0|0
862|n1007.mat|Characters/NPC/3/Materials/n1007|0|0
863|3.controller|Characters/NPC/3/3|0|0
864|3.FBX|Characters/NPC/3/3|0|0
865|4_attack_1.anim|Characters/NPC/4/ani/4_attack_1|0|0
866|4_attack_2.anim|Characters/NPC/4/ani/4_attack_2|0|0
867|4_born.anim|Characters/NPC/4/ani/4_born|0|0
868|4_die.anim|Characters/NPC/4/ani/4_die|0|0
869|4_getup.anim|Characters/NPC/4/ani/4_getup|0|0
870|4_hit.anim|Characters/NPC/4/ani/4_hit|0|0
871|4_hitair.anim|Characters/NPC/4/ani/4_hitair|0|0
872|4_hitground.anim|Characters/NPC/4/ani/4_hitground|0|0
873|4_idle.anim|Characters/NPC/4/ani/4_idle|0|0
874|4_knockdown.anim|Characters/NPC/4/ani/4_knockdown|0|0
875|4_knockout.anim|Characters/NPC/4/ani/4_knockout|0|0
876|4_push.anim|Characters/NPC/4/ani/4_push|0|0
877|4_ready.anim|Characters/NPC/4/ani/4_ready|0|0
878|4_run.anim|Characters/NPC/4/ani/4_run|0|0
879|4_run_back.anim|Characters/NPC/4/ani/4_run_back|0|0
880|4_run_left.anim|Characters/NPC/4/ani/4_run_left|0|0
881|4_run_right.anim|Characters/NPC/4/ani/4_run_right|0|0
882|4_skill_1.anim|Characters/NPC/4/ani/4_skill_1|0|0
883|4_skill_2.anim|Characters/NPC/4/ani/4_skill_2|0|0
884|4_stun.anim|Characters/NPC/4/ani/4_stun|0|0
885|4_walk.anim|Characters/NPC/4/ani/4_walk|0|0
886|n1024.mat|Characters/NPC/4/Materials/n1024|0|0
887|n1056.mat|Characters/NPC/4/Materials/n1056|0|0
888|n1057.mat|Characters/NPC/4/Materials/n1057|0|0
889|4.controller|Characters/NPC/4/4|0|0
890|4.FBX|Characters/NPC/4/4|0|0
891|5_attack.anim|Characters/NPC/5/ani/5_attack|0|0
892|5_born.anim|Characters/NPC/5/ani/5_born|0|0
893|5_die.anim|Characters/NPC/5/ani/5_die|0|0
894|5_getup.anim|Characters/NPC/5/ani/5_getup|0|0
895|5_hit.anim|Characters/NPC/5/ani/5_hit|0|0
896|5_hitair.anim|Characters/NPC/5/ani/5_hitair|0|0
897|5_hitground.anim|Characters/NPC/5/ani/5_hitground|0|0
898|5_idle.anim|Characters/NPC/5/ani/5_idle|0|0
899|5_knockdown.anim|Characters/NPC/5/ani/5_knockdown|0|0
900|5_knockout.anim|Characters/NPC/5/ani/5_knockout|0|0
901|5_push.anim|Characters/NPC/5/ani/5_push|0|0
902|5_ready.anim|Characters/NPC/5/ani/5_ready|0|0
903|5_run.anim|Characters/NPC/5/ani/5_run|0|0
904|5_run_back.anim|Characters/NPC/5/ani/5_run_back|0|0
905|5_run_left.anim|Characters/NPC/5/ani/5_run_left|0|0
906|5_run_right.anim|Characters/NPC/5/ani/5_run_right|0|0
907|5_skill.anim|Characters/NPC/5/ani/5_skill|0|0
908|5_stun.anim|Characters/NPC/5/ani/5_stun|0|0
909|5_walk.anim|Characters/NPC/5/ani/5_walk|0|0
910|n1020.mat|Characters/NPC/5/Materials/n1020|0|0
911|n1035.mat|Characters/NPC/5/Materials/n1035|0|0
912|n1049.mat|Characters/NPC/5/Materials/n1049|0|0
913|n1051.mat|Characters/NPC/5/Materials/n1051|0|0
914|5.controller|Characters/NPC/5/5|0|0
915|n1020.FBX|Characters/NPC/5/n1020|0|0
916|n1035.FBX|Characters/NPC/5/n1035|0|0
917|n1049.FBX|Characters/NPC/5/n1049|0|0
918|n1051.FBX|Characters/NPC/5/n1051|0|0
919|6_attack_1.anim|Characters/NPC/6/ani/6_attack_1|0|0
920|6_born.anim|Characters/NPC/6/ani/6_born|0|0
921|6_die.anim|Characters/NPC/6/ani/6_die|0|0
922|6_getup.anim|Characters/NPC/6/ani/6_getup|0|0
923|6_hit.anim|Characters/NPC/6/ani/6_hit|0|0
924|6_hitair.anim|Characters/NPC/6/ani/6_hitair|0|0
925|6_hitground.anim|Characters/NPC/6/ani/6_hitground|0|0
926|6_idle.anim|Characters/NPC/6/ani/6_idle|0|0
927|6_knockdown.anim|Characters/NPC/6/ani/6_knockdown|0|0
928|6_knockout.anim|Characters/NPC/6/ani/6_knockout|0|0
929|6_push.anim|Characters/NPC/6/ani/6_push|0|0
930|6_ready.anim|Characters/NPC/6/ani/6_ready|0|0
931|6_run.anim|Characters/NPC/6/ani/6_run|0|0
932|6_run_back.anim|Characters/NPC/6/ani/6_run_back|0|0
933|6_run_left.anim|Characters/NPC/6/ani/6_run_left|0|0
934|6_run_right.anim|Characters/NPC/6/ani/6_run_right|0|0
935|6_skill_1.anim|Characters/NPC/6/ani/6_skill_1|0|0
936|6_stun.anim|Characters/NPC/6/ani/6_stun|0|0
937|6_walk.anim|Characters/NPC/6/ani/6_walk|0|0
938|n1015.mat|Characters/NPC/6/Materials/n1015|0|0
939|n1019.mat|Characters/NPC/6/Materials/n1019|0|0
940|n1021.mat|Characters/NPC/6/Materials/n1021|0|0
941|6.controller|Characters/NPC/6/6|0|0
942|6.FBX|Characters/NPC/6/6|0|0
943|7_attack.anim|Characters/NPC/7/ani/7_attack|0|0
944|7_born.anim|Characters/NPC/7/ani/7_born|0|0
945|7_die.anim|Characters/NPC/7/ani/7_die|0|0
946|7_getup.anim|Characters/NPC/7/ani/7_getup|0|0
947|7_hit.anim|Characters/NPC/7/ani/7_hit|0|0
948|7_hitair.anim|Characters/NPC/7/ani/7_hitair|0|0
949|7_hitground.anim|Characters/NPC/7/ani/7_hitground|0|0
950|7_idle.anim|Characters/NPC/7/ani/7_idle|0|0
951|7_knockdown.anim|Characters/NPC/7/ani/7_knockdown|0|0
952|7_knockout.anim|Characters/NPC/7/ani/7_knockout|0|0
953|7_push.anim|Characters/NPC/7/ani/7_push|0|0
954|7_ready.anim|Characters/NPC/7/ani/7_ready|0|0
955|7_run.anim|Characters/NPC/7/ani/7_run|0|0
956|7_run_back.anim|Characters/NPC/7/ani/7_run_back|0|0
957|7_run_left.anim|Characters/NPC/7/ani/7_run_left|0|0
958|7_run_right.anim|Characters/NPC/7/ani/7_run_right|0|0
959|7_skill.anim|Characters/NPC/7/ani/7_skill|0|0
960|7_stun.anim|Characters/NPC/7/ani/7_stun|0|0
961|7_walk.anim|Characters/NPC/7/ani/7_walk|0|0
962|1031.mat|Characters/NPC/7/Materials/1031|0|0
963|1032.mat|Characters/NPC/7/Materials/1032|0|0
964|n1031.mat|Characters/NPC/7/Materials/n1031|0|0
965|n1032.mat|Characters/NPC/7/Materials/n1032|0|0
966|n1034.mat|Characters/NPC/7/Materials/n1034|0|0
967|7.controller|Characters/NPC/7/7|0|0
968|7.FBX|Characters/NPC/7/7|0|0
969|8_attack.anim|Characters/NPC/8/ani/8_attack|0|0
970|8_born.anim|Characters/NPC/8/ani/8_born|0|0
971|8_die.anim|Characters/NPC/8/ani/8_die|0|0
972|8_getup.anim|Characters/NPC/8/ani/8_getup|0|0
973|8_hit.anim|Characters/NPC/8/ani/8_hit|0|0
974|8_hitair.anim|Characters/NPC/8/ani/8_hitair|0|0
975|8_hitground.anim|Characters/NPC/8/ani/8_hitground|0|0
976|8_idle.anim|Characters/NPC/8/ani/8_idle|0|0
977|8_knockdown.anim|Characters/NPC/8/ani/8_knockdown|0|0
978|8_knockout.anim|Characters/NPC/8/ani/8_knockout|0|0
979|8_push.anim|Characters/NPC/8/ani/8_push|0|0
980|8_ready.anim|Characters/NPC/8/ani/8_ready|0|0
981|8_run.anim|Characters/NPC/8/ani/8_run|0|0
982|8_run_back.anim|Characters/NPC/8/ani/8_run_back|0|0
983|8_run_left.anim|Characters/NPC/8/ani/8_run_left|0|0
984|8_run_right.anim|Characters/NPC/8/ani/8_run_right|0|0
985|8_skill.anim|Characters/NPC/8/ani/8_skill|0|0
986|8_skill_2.anim|Characters/NPC/8/ani/8_skill_2|0|0
987|8_stun.anim|Characters/NPC/8/ani/8_stun|0|0
988|8_walk.anim|Characters/NPC/8/ani/8_walk|0|0
989|n1004.mat|Characters/NPC/8/Materials/n1004|0|0
990|n1005.mat|Characters/NPC/8/Materials/n1005|0|0
991|n1018.mat|Characters/NPC/8/Materials/n1018|0|0
992|8.controller|Characters/NPC/8/8|0|0
993|8.FBX|Characters/NPC/8/8|0|0
994|9_attack.anim|Characters/NPC/9/ani/9_attack|0|0
995|9_born.anim|Characters/NPC/9/ani/9_born|0|0
996|9_die.anim|Characters/NPC/9/ani/9_die|0|0
997|9_getup.anim|Characters/NPC/9/ani/9_getup|0|0
998|9_hit.anim|Characters/NPC/9/ani/9_hit|0|0
999|9_hitair.anim|Characters/NPC/9/ani/9_hitair|0|0
1000|9_hitground.anim|Characters/NPC/9/ani/9_hitground|0|0
1001|9_idle.anim|Characters/NPC/9/ani/9_idle|0|0
1002|9_knockdown.anim|Characters/NPC/9/ani/9_knockdown|0|0
1003|9_knockout.anim|Characters/NPC/9/ani/9_knockout|0|0
1004|9_push.anim|Characters/NPC/9/ani/9_push|0|0
1005|9_ready.anim|Characters/NPC/9/ani/9_ready|0|0
1006|9_run.anim|Characters/NPC/9/ani/9_run|0|0
1007|9_run_back.anim|Characters/NPC/9/ani/9_run_back|0|0
1008|9_run_left.anim|Characters/NPC/9/ani/9_run_left|0|0
1009|9_run_right.anim|Characters/NPC/9/ani/9_run_right|0|0
1010|9_skill.anim|Characters/NPC/9/ani/9_skill|0|0
1011|9_stun.anim|Characters/NPC/9/ani/9_stun|0|0
1012|9_walk.anim|Characters/NPC/9/ani/9_walk|0|0
1013|n1006.mat|Characters/NPC/9/Materials/n1006|0|0
1014|n1016.mat|Characters/NPC/9/Materials/n1016|0|0
1015|n1017.mat|Characters/NPC/9/Materials/n1017|0|0
1016|9.controller|Characters/NPC/9/9|0|0
1017|n1006.FBX|Characters/NPC/9/n1006|0|0
1018|n1016.FBX|Characters/NPC/9/n1016|0|0
1019|n1017.FBX|Characters/NPC/9/n1017|0|0
1020|n2007_born.anim|Characters/NPC/n2007/ani/n2007_born|0|0
1021|n2007_die.anim|Characters/NPC/n2007/ani/n2007_die|0|0
1022|n2007_hit.anim|Characters/NPC/n2007/ani/n2007_hit|0|0
1023|n2007_ready.anim|Characters/NPC/n2007/ani/n2007_ready|0|0
1024|n2007_skill_1.anim|Characters/NPC/n2007/ani/n2007_skill_1|0|0
1025|n2007_skill_10.anim|Characters/NPC/n2007/ani/n2007_skill_10|0|0
1026|n2007_skill_11.anim|Characters/NPC/n2007/ani/n2007_skill_11|0|0
1027|n2007_skill_12.anim|Characters/NPC/n2007/ani/n2007_skill_12|0|0
1028|n2007_skill_13.anim|Characters/NPC/n2007/ani/n2007_skill_13|0|0
1029|n2007_skill_2.anim|Characters/NPC/n2007/ani/n2007_skill_2|0|0
1030|n2007_skill_3.anim|Characters/NPC/n2007/ani/n2007_skill_3|0|0
1031|n2007_skill_4.anim|Characters/NPC/n2007/ani/n2007_skill_4|0|0
1032|n2007_skill_5.anim|Characters/NPC/n2007/ani/n2007_skill_5|0|0
1033|n2007_skill_6.anim|Characters/NPC/n2007/ani/n2007_skill_6|0|0
1034|n2007_skill_7.anim|Characters/NPC/n2007/ani/n2007_skill_7|0|0
1035|n2007_skill_8.anim|Characters/NPC/n2007/ani/n2007_skill_8|0|0
1036|n2007_skill_9.anim|Characters/NPC/n2007/ani/n2007_skill_9|0|0
1037|n2007.mat|Characters/NPC/n2007/Materials/n2007|0|0
1038|n2007.controller|Characters/NPC/n2007/n2007|0|0
1039|n2007.FBX|Characters/NPC/n2007/n2007|0|0
1040|n2008_born.anim|Characters/NPC/n2008/ani/n2008_born|0|0
1041|n2008_die.anim|Characters/NPC/n2008/ani/n2008_die|0|0
1042|n2008_hit.anim|Characters/NPC/n2008/ani/n2008_hit|0|0
1043|n2008_idle.anim|Characters/NPC/n2008/ani/n2008_idle|0|0
1044|n2008_ready.anim|Characters/NPC/n2008/ani/n2008_ready|0|0
1045|n2008_run.anim|Characters/NPC/n2008/ani/n2008_run|0|0
1046|n2008_skill_1.anim|Characters/NPC/n2008/ani/n2008_skill_1|0|0
1047|n2008_skill_2.anim|Characters/NPC/n2008/ani/n2008_skill_2|0|0
1048|n2008_skill_3.anim|Characters/NPC/n2008/ani/n2008_skill_3|0|0
1049|n2008_skill_4.anim|Characters/NPC/n2008/ani/n2008_skill_4|0|0
1050|n2008_skill_5.anim|Characters/NPC/n2008/ani/n2008_skill_5|0|0
1051|n2008_skill_6.anim|Characters/NPC/n2008/ani/n2008_skill_6|0|0
1052|n2008_skill_7.anim|Characters/NPC/n2008/ani/n2008_skill_7|0|0
1053|n2008_skill_8.anim|Characters/NPC/n2008/ani/n2008_skill_8|0|0
1054|n2008_walk.anim|Characters/NPC/n2008/ani/n2008_walk|0|0
1055|n2008.mat|Characters/NPC/n2008/Materials/n2008|0|0
1056|n2008.controller|Characters/NPC/n2008/n2008|0|0
1057|n2008.FBX|Characters/NPC/n2008/n2008|0|0
1058|n2009_born.anim|Characters/NPC/n2009/ani/n2009_born|0|0
1059|n2009_die.anim|Characters/NPC/n2009/ani/n2009_die|0|0
1060|n2009_hit.anim|Characters/NPC/n2009/ani/n2009_hit|0|0
1061|n2009_idle.anim|Characters/NPC/n2009/ani/n2009_idle|0|0
1062|n2009_ready.anim|Characters/NPC/n2009/ani/n2009_ready|0|0
1063|n2009_run.anim|Characters/NPC/n2009/ani/n2009_run|0|0
1064|n2009_skill_1.anim|Characters/NPC/n2009/ani/n2009_skill_1|0|0
1065|n2009_skill_2.anim|Characters/NPC/n2009/ani/n2009_skill_2|0|0
1066|n2009_skill_3.anim|Characters/NPC/n2009/ani/n2009_skill_3|0|0
1067|n2009_skill_4.anim|Characters/NPC/n2009/ani/n2009_skill_4|0|0
1068|n2009_skill_5.anim|Characters/NPC/n2009/ani/n2009_skill_5|0|0
1069|n2009_skill_6.anim|Characters/NPC/n2009/ani/n2009_skill_6|0|0
1070|n2009_skill_7.anim|Characters/NPC/n2009/ani/n2009_skill_7|0|0
1071|n2009_stun.anim|Characters/NPC/n2009/ani/n2009_stun|0|0
1072|n2009_walk.anim|Characters/NPC/n2009/ani/n2009_walk|0|0
1073|n2009.mat|Characters/NPC/n2009/Materials/n2009|0|0
1074|n2009.controller|Characters/NPC/n2009/n2009|0|0
1075|n2009.FBX|Characters/NPC/n2009/n2009|0|0
1076|n2010_born.anim|Characters/NPC/n2010/ani/n2010_born|0|0
1077|n2010_die.anim|Characters/NPC/n2010/ani/n2010_die|0|0
1078|n2010_hit.anim|Characters/NPC/n2010/ani/n2010_hit|0|0
1079|n2010_idle.anim|Characters/NPC/n2010/ani/n2010_idle|0|0
1080|n2010_ready.anim|Characters/NPC/n2010/ani/n2010_ready|0|0
1081|n2010_run.anim|Characters/NPC/n2010/ani/n2010_run|0|0
1082|n2010_skill_1.anim|Characters/NPC/n2010/ani/n2010_skill_1|0|0
1083|n2010_skill_2.anim|Characters/NPC/n2010/ani/n2010_skill_2|0|0
1084|n2010_skill_3.anim|Characters/NPC/n2010/ani/n2010_skill_3|0|0
1085|n2010_skill_4.anim|Characters/NPC/n2010/ani/n2010_skill_4|0|0
1086|n2010_skill_5.anim|Characters/NPC/n2010/ani/n2010_skill_5|0|0
1087|n2010_skill_6.anim|Characters/NPC/n2010/ani/n2010_skill_6|0|0
1088|n2010_stun.anim|Characters/NPC/n2010/ani/n2010_stun|0|0
1089|n2010_walk.anim|Characters/NPC/n2010/ani/n2010_walk|0|0
1090|n2010.mat|Characters/NPC/n2010/Materials/n2010|0|0
1091|n2010.controller|Characters/NPC/n2010/n2010|0|0
1092|n2010.FBX|Characters/NPC/n2010/n2010|0|0
1093|2011_born.anim|Characters/NPC/n2011/ani/2011_born|0|0
1094|2011_die.anim|Characters/NPC/n2011/ani/2011_die|0|0
1095|2011_hit.anim|Characters/NPC/n2011/ani/2011_hit|0|0
1096|2011_idle.anim|Characters/NPC/n2011/ani/2011_idle|0|0
1097|2011_ready.anim|Characters/NPC/n2011/ani/2011_ready|0|0
1098|2011_run.anim|Characters/NPC/n2011/ani/2011_run|0|0
1099|2011_skill_1.anim|Characters/NPC/n2011/ani/2011_skill_1|0|0
1100|2011_skill_2.anim|Characters/NPC/n2011/ani/2011_skill_2|0|0
1101|2011_skill_3.anim|Characters/NPC/n2011/ani/2011_skill_3|0|0
1102|2011_skill_4.anim|Characters/NPC/n2011/ani/2011_skill_4|0|0
1103|2011_skill_5.anim|Characters/NPC/n2011/ani/2011_skill_5|0|0
1104|2011_stun.anim|Characters/NPC/n2011/ani/2011_stun|0|0
1105|2011_walk.anim|Characters/NPC/n2011/ani/2011_walk|0|0
1106|n2011.mat|Characters/NPC/n2011/Materials/n2011|0|0
1107|n2011.controller|Characters/NPC/n2011/n2011|0|0
1108|n2011.FBX|Characters/NPC/n2011/n2011|0|0
1109|n2016_born.anim|Characters/NPC/n2016/ani/n2016_born|0|0
1110|n2016_die.anim|Characters/NPC/n2016/ani/n2016_die|0|0
1111|n2016_hit.anim|Characters/NPC/n2016/ani/n2016_hit|0|0
1112|n2016_idie.anim|Characters/NPC/n2016/ani/n2016_idie|0|0
1113|n2016_ready.anim|Characters/NPC/n2016/ani/n2016_ready|0|0
1114|n2016_run.anim|Characters/NPC/n2016/ani/n2016_run|0|0
1115|n2016_skill_1.anim|Characters/NPC/n2016/ani/n2016_skill_1|0|0
1116|n2016_skill_2.anim|Characters/NPC/n2016/ani/n2016_skill_2|0|0
1117|n2016_skill_3.anim|Characters/NPC/n2016/ani/n2016_skill_3|0|0
1118|n2016_skill_4.anim|Characters/NPC/n2016/ani/n2016_skill_4|0|0
1119|n2016_skill_5.anim|Characters/NPC/n2016/ani/n2016_skill_5|0|0
1120|n2016_skill_6.anim|Characters/NPC/n2016/ani/n2016_skill_6|0|0
1121|n2016_skill_7.anim|Characters/NPC/n2016/ani/n2016_skill_7|0|0
1122|n2016_stun.anim|Characters/NPC/n2016/ani/n2016_stun|0|0
1123|n2016_walk.anim|Characters/NPC/n2016/ani/n2016_walk|0|0
1124|n2016.mat|Characters/NPC/n2016/Materials/n2016|0|0
1125|n2016.controller|Characters/NPC/n2016/n2016|0|0
1126|n2016.FBX|Characters/NPC/n2016/n2016|0|0
1127|n2017_born.anim|Characters/NPC/n2017/ani/n2017_born|0|0
1128|n2017_die.anim|Characters/NPC/n2017/ani/n2017_die|0|0
1129|n2017_getup.anim|Characters/NPC/n2017/ani/n2017_getup|0|0
1130|n2017_hit.anim|Characters/NPC/n2017/ani/n2017_hit|0|0
1131|n2017_hitground.anim|Characters/NPC/n2017/ani/n2017_hitground|0|0
1132|n2017_idle.anim|Characters/NPC/n2017/ani/n2017_idle|0|0
1133|n2017_ready.anim|Characters/NPC/n2017/ani/n2017_ready|0|0
1134|n2017_run.anim|Characters/NPC/n2017/ani/n2017_run|0|0
1135|n2017_skill_1.anim|Characters/NPC/n2017/ani/n2017_skill_1|0|0
1136|n2017_skill_2.anim|Characters/NPC/n2017/ani/n2017_skill_2|0|0
1137|n2017_skill_3.anim|Characters/NPC/n2017/ani/n2017_skill_3|0|0
1138|n2017_skill_4.anim|Characters/NPC/n2017/ani/n2017_skill_4|0|0
1139|n2017_skill_5.anim|Characters/NPC/n2017/ani/n2017_skill_5|0|0
1140|n2017_skill_6.anim|Characters/NPC/n2017/ani/n2017_skill_6|0|0
1141|n2017_skill_7.anim|Characters/NPC/n2017/ani/n2017_skill_7|0|0
1142|n2017_stun.anim|Characters/NPC/n2017/ani/n2017_stun|0|0
1143|n2017_walk.anim|Characters/NPC/n2017/ani/n2017_walk|0|0
1144|n2017.mat|Characters/NPC/n2017/Materials/n2017|0|0
1145|n2017.controller|Characters/NPC/n2017/n2017|0|0
1146|n2017.FBX|Characters/NPC/n2017/n2017|0|0
1147|NPC_1001.prefab|Characters/NPC/NPC_1001|0|0
1148|NPC_1002.prefab|Characters/NPC/NPC_1002|0|0
1149|NPC_1004.prefab|Characters/NPC/NPC_1004|0|0
1150|NPC_1005.prefab|Characters/NPC/NPC_1005|0|0
1151|NPC_1006.prefab|Characters/NPC/NPC_1006|0|0
1152|NPC_1007.prefab|Characters/NPC/NPC_1007|0|0
1153|NPC_1010.prefab|Characters/NPC/NPC_1010|0|0
1154|NPC_1011.prefab|Characters/NPC/NPC_1011|0|0
1155|NPC_1012.prefab|Characters/NPC/NPC_1012|0|0
1156|NPC_1013.prefab|Characters/NPC/NPC_1013|0|0
1157|NPC_1014.prefab|Characters/NPC/NPC_1014|0|0
1158|NPC_1015.prefab|Characters/NPC/NPC_1015|0|0
1159|NPC_1016.prefab|Characters/NPC/NPC_1016|0|0
1160|NPC_1017.prefab|Characters/NPC/NPC_1017|0|0
1161|NPC_1018.prefab|Characters/NPC/NPC_1018|0|0
1162|NPC_1019.prefab|Characters/NPC/NPC_1019|0|0
1163|NPC_1020.prefab|Characters/NPC/NPC_1020|0|0
1164|NPC_1021.prefab|Characters/NPC/NPC_1021|0|0
1165|NPC_1022.prefab|Characters/NPC/NPC_1022|0|0
1166|NPC_1024.prefab|Characters/NPC/NPC_1024|0|0
1167|NPC_1025.prefab|Characters/NPC/NPC_1025|0|0
1168|NPC_1026.prefab|Characters/NPC/NPC_1026|0|0
